'Elapsed time','V1'
49.839,-0.075
49.842,-0.085
49.844,-0.085
49.847,-0.090
49.850,-0.105
49.853,-0.105
49.856,-0.105
49.858,-0.110
49.861,-0.090
49.864,-0.090
49.867,-0.085
49.869,-0.070
49.872,-0.070
49.875,-0.075
49.878,-0.080
49.881,-0.090
49.883,-0.100
49.886,-0.105
49.889,-0.115
49.892,-0.115
49.894,-0.100
49.897,-0.095
49.900,-0.095
49.903,-0.085
49.906,-0.075
49.908,-0.090
49.911,-0.085
49.914,-0.090
49.917,-0.100
49.919,-0.115
49.922,-0.125
49.925,-0.110
49.928,-0.100
49.931,-0.105
49.933,-0.100
49.936,-0.080
49.939,-0.090
49.942,-0.080
49.944,-0.085
49.947,-0.100
49.950,-0.120
49.953,-0.110
49.956,-0.115
49.958,-0.115
49.961,-0.105
49.964,-0.100
49.967,-0.095
49.969,-0.105
49.972,-0.085
49.975,-0.085
49.978,-0.090
49.981,-0.105
49.983,-0.115
49.986,-0.115
49.989,-0.125
49.992,-0.135
49.994,-0.125
49.997,-0.115
50.000,-0.100
50.003,-0.110
50.006,-0.100
50.008,-0.100
50.011,-0.110
50.014,-0.105
50.017,-0.125
50.019,-0.120
50.022,-0.125
50.025,-0.120
50.028,-0.115
50.031,-0.120
50.033,-0.105
50.036,-0.090
50.039,-0.100
50.042,-0.100
50.044,-0.105
50.047,-0.110
50.050,-0.120
50.053,-0.135
50.056,-0.125
50.058,-0.125
50.061,-0.125
50.064,-0.130
50.067,-0.120
50.069,-0.110
50.072,-0.100
50.075,-0.110
50.078,-0.110
50.081,-0.105
50.083,-0.125
50.086,-0.135
50.089,-0.135
50.092,-0.140
50.094,-0.125
50.097,-0.125
50.100,-0.120
50.103,-0.100
50.106,-0.105
50.108,-0.105
50.111,-0.120
50.114,-0.120
50.117,-0.140
50.119,-0.145
50.122,-0.135
50.125,-0.135
50.128,-0.125
50.131,-0.130
50.133,-0.115
50.136,-0.105
50.139,-0.100
50.142,-0.105
50.144,-0.110
50.147,-0.120
50.150,-0.125
50.153,-0.125
50.156,-0.135
50.158,-0.125
50.161,-0.125
50.164,-0.115
50.167,-0.105
50.169,-0.115
50.172,-0.100
50.175,-0.110
50.178,-0.105
50.181,-0.100
50.183,-0.105
50.186,-0.115
50.189,-0.105
50.192,-0.105
50.194,-0.095
50.197,-0.080
50.200,-0.065
50.203,-0.055
50.206,-0.045
50.208,-0.040
50.211,-0.030
50.214,-0.045
50.217,-0.055
50.219,-0.065
50.222,-0.070
50.225,-0.085
50.228,-0.095
50.231,-0.095
50.233,-0.080
50.236,-0.095
50.239,-0.090
50.242,-0.090
50.244,-0.085
50.247,-0.095
50.250,-0.100
50.253,-0.100
50.256,-0.100
50.258,-0.110
50.261,-0.115
50.264,-0.095
50.267,-0.085
50.269,-0.090
50.272,-0.085
50.275,-0.080
50.278,-0.090
50.281,-0.105
50.283,-0.100
50.286,-0.115
50.289,-0.135
50.292,-0.120
50.294,-0.135
50.297,-0.130
50.300,-0.115
50.303,-0.105
50.306,-0.095
50.308,-0.115
50.311,-0.110
50.314,-0.120
50.317,-0.130
50.319,-0.130
50.322,-0.125
50.325,-0.135
50.328,-0.135
50.331,-0.125
50.333,-0.115
50.336,-0.115
50.339,-0.115
50.342,-0.115
50.344,-0.120
50.347,-0.120
50.350,-0.125
50.353,-0.130
50.356,-0.125
50.358,-0.135
50.361,-0.130
50.364,-0.125
50.367,-0.105
50.369,-0.105
50.372,-0.105
50.375,-0.090
50.378,-0.105
50.381,-0.115
50.383,-0.120
50.386,-0.130
50.389,-0.135
50.392,-0.115
50.394,-0.120
50.397,-0.110
50.400,-0.095
50.403,-0.085
50.406,-0.060
50.408,-0.060
50.411,-0.060
50.414,-0.085
50.417,-0.135
50.419,-0.175
50.422,-0.235
50.425,-0.315
50.428,-0.380
50.431,-0.465
50.433,-0.520
50.436,-0.565
50.439,-0.555
50.442,-0.540
50.444,-0.485
50.447,-0.410
50.450,-0.335
50.453,-0.255
50.456,-0.170
50.458,-0.130
50.461,-0.105
50.464,-0.100
50.467,-0.120
50.469,-0.150
50.472,-0.170
50.475,-0.175
50.478,-0.165
50.481,-0.135
50.483,-0.110
50.486,-0.075
50.489,-0.070
50.492,-0.050
50.494,-0.060
50.497,-0.060
50.500,-0.055
50.503,-0.055
50.506,-0.045
50.508,-0.045
50.511,-0.060
50.514,-0.060
50.517,-0.060
50.519,-0.070
50.522,-0.080
50.525,-0.080
50.528,-0.075
50.531,-0.060
50.533,-0.060
50.536,-0.065
50.539,-0.050
50.542,-0.055
50.544,-0.060
50.547,-0.070
50.550,-0.070
50.553,-0.075
50.556,-0.070
50.558,-0.070
50.561,-0.080
50.564,-0.075
50.567,-0.055
50.569,-0.055
50.572,-0.055
50.575,-0.050
50.578,-0.065
50.581,-0.055
50.583,-0.075
50.586,-0.085
50.589,-0.080
50.592,-0.080
50.594,-0.075
50.597,-0.080
50.600,-0.065
50.603,-0.065
50.606,-0.060
50.608,-0.060
50.611,-0.075
50.614,-0.070
50.617,-0.075
50.619,-0.080
50.622,-0.095
50.625,-0.095
50.628,-0.100
50.631,-0.075
50.633,-0.075
50.636,-0.070
50.639,-0.070
50.642,-0.070
50.644,-0.075
50.647,-0.080
50.650,-0.085
50.653,-0.095
50.656,-0.090
50.658,-0.100
50.661,-0.095
50.664,-0.100
50.667,-0.080
50.669,-0.080
50.672,-0.080
50.675,-0.075
50.678,-0.090
50.681,-0.095
50.683,-0.095
50.686,-0.105
50.689,-0.105
50.692,-0.105
50.694,-0.095
50.697,-0.090
50.700,-0.085
50.703,-0.085
50.706,-0.080
50.708,-0.075
50.711,-0.095
50.714,-0.090
50.717,-0.095
50.719,-0.115
50.722,-0.115
50.725,-0.110
50.728,-0.115
50.731,-0.110
50.733,-0.100
50.736,-0.095
50.739,-0.090
50.742,-0.100
50.744,-0.105
50.747,-0.095
50.750,-0.115
50.753,-0.120
50.756,-0.115
50.758,-0.115
50.761,-0.125
50.764,-0.120
50.767,-0.105
50.769,-0.100
50.772,-0.090
50.775,-0.100
50.778,-0.100
50.781,-0.125
50.783,-0.110
50.786,-0.120
50.789,-0.145
50.792,-0.130
50.794,-0.120
50.797,-0.125
50.800,-0.105
50.803,-0.115
50.806,-0.100
50.808,-0.105
50.811,-0.100
50.814,-0.110
50.817,-0.110
50.819,-0.110
50.822,-0.125
50.825,-0.120
50.828,-0.110
50.831,-0.100
50.833,-0.090
50.836,-0.085
50.839,-0.075
50.842,-0.075
50.844,-0.090
50.847,-0.080
50.850,-0.085
50.853,-0.100
50.856,-0.105
50.858,-0.085
50.861,-0.085
50.864,-0.080
50.867,-0.070
50.869,-0.070
50.872,-0.060
50.875,-0.060
50.878,-0.060
50.881,-0.075
50.883,-0.080
50.886,-0.090
50.889,-0.080
50.892,-0.090
50.894,-0.085
50.897,-0.060
50.900,-0.070
50.903,-0.060
50.906,-0.060
50.908,-0.060
50.911,-0.055
50.914,-0.075
50.917,-0.070
50.919,-0.090
50.922,-0.085
50.925,-0.075
50.928,-0.080
50.931,-0.085
50.933,-0.060
50.936,-0.050
50.939,-0.055
50.942,-0.060
50.944,-0.055
50.947,-0.070
50.950,-0.075
50.953,-0.080
50.956,-0.085
50.958,-0.085
50.961,-0.075
50.964,-0.075
50.967,-0.070
50.969,-0.060
50.972,-0.060
50.975,-0.055
50.978,-0.070
50.981,-0.060
50.983,-0.075
50.986,-0.085
50.989,-0.100
50.992,-0.095
50.994,-0.090
50.997,-0.070
51.000,-0.070
51.003,-0.070
51.006,-0.065
51.008,-0.065
51.011,-0.075
51.014,-0.080
51.017,-0.080
51.019,-0.090
51.022,-0.095
51.025,-0.100
51.028,-0.085
51.031,-0.090
51.033,-0.085
51.036,-0.075
51.039,-0.075
51.042,-0.065
51.044,-0.075
51.047,-0.085
51.050,-0.095
51.053,-0.090
51.056,-0.100
51.058,-0.105
51.061,-0.100
51.064,-0.095
51.067,-0.085
51.069,-0.075
51.072,-0.075
51.075,-0.075
51.078,-0.080
51.081,-0.085
51.083,-0.085
51.086,-0.100
51.089,-0.095
51.092,-0.105
51.094,-0.095
51.097,-0.090
51.100,-0.085
51.103,-0.075
51.106,-0.070
51.108,-0.085
51.111,-0.080
51.114,-0.090
51.117,-0.095
51.119,-0.095
51.122,-0.095
51.125,-0.090
51.128,-0.100
51.131,-0.090
51.133,-0.075
51.136,-0.085
51.139,-0.080
51.142,-0.075
51.144,-0.085
51.147,-0.085
51.150,-0.100
51.153,-0.095
51.156,-0.110
51.158,-0.100
51.161,-0.085
51.164,-0.085
51.167,-0.090
51.169,-0.065
51.172,-0.065
51.175,-0.070
51.178,-0.080
51.181,-0.070
51.183,-0.090
51.186,-0.085
51.189,-0.090
51.192,-0.075
51.194,-0.070
51.197,-0.060
51.200,-0.055
51.203,-0.045
51.206,-0.030
51.208,-0.025
51.211,-0.025
51.214,-0.020
51.217,-0.045
51.219,-0.055
51.222,-0.070
51.225,-0.080
51.228,-0.085
51.231,-0.095
51.233,-0.090
51.236,-0.075
51.239,-0.070
51.242,-0.065
51.244,-0.055
51.247,-0.060
51.250,-0.075
51.253,-0.075
51.256,-0.080
51.258,-0.090
51.261,-0.085
51.264,-0.075
51.267,-0.080
51.269,-0.065
51.272,-0.050
51.275,-0.060
51.278,-0.075
51.281,-0.075
51.283,-0.085
51.286,-0.100
51.289,-0.105
51.292,-0.115
51.294,-0.110
51.297,-0.105
51.300,-0.100
51.303,-0.090
51.306,-0.090
51.308,-0.080
51.311,-0.090
51.314,-0.100
51.317,-0.100
51.319,-0.105
51.322,-0.130
51.325,-0.115
51.328,-0.115
51.331,-0.115
51.333,-0.100
51.336,-0.100
51.339,-0.090
51.342,-0.085
51.344,-0.090
51.347,-0.095
51.350,-0.105
51.353,-0.115
51.356,-0.115
51.358,-0.105
51.361,-0.110
51.364,-0.100
51.367,-0.095
51.369,-0.105
51.372,-0.085
51.375,-0.095
51.378,-0.100
51.381,-0.090
51.383,-0.110
51.386,-0.105
51.389,-0.105
51.392,-0.105
51.394,-0.075
51.397,-0.080
51.400,-0.070
51.403,-0.080
51.406,-0.110
51.408,-0.150
51.411,-0.220
51.414,-0.300
51.417,-0.365
51.419,-0.445
51.422,-0.495
51.425,-0.520
51.428,-0.485
51.431,-0.425
51.433,-0.340
51.436,-0.245
51.439,-0.145
51.442,-0.070
51.444,-0.055
51.447,-0.035
51.450,-0.055
51.453,-0.090
51.456,-0.125
51.458,-0.155
51.461,-0.155
51.464,-0.155
51.467,-0.130
51.469,-0.095
51.472,-0.070
51.475,-0.045
51.478,-0.050
51.481,-0.055
51.483,-0.070
51.486,-0.070
51.489,-0.080
51.492,-0.070
51.494,-0.070
51.497,-0.070
51.500,-0.060
51.503,-0.055
51.506,-0.055
51.508,-0.045
51.511,-0.075
51.514,-0.075
51.517,-0.070
51.519,-0.085
51.522,-0.085
51.525,-0.095
51.528,-0.085
51.531,-0.085
51.533,-0.085
51.536,-0.060
51.539,-0.075
51.542,-0.070
51.544,-0.070
51.547,-0.065
51.550,-0.075
51.553,-0.080
51.556,-0.080
51.558,-0.100
51.561,-0.085
51.564,-0.080
51.567,-0.075
51.569,-0.065
51.572,-0.075
51.575,-0.070
51.578,-0.070
51.581,-0.070
51.583,-0.090
51.586,-0.090
51.589,-0.095
51.592,-0.090
51.594,-0.090
51.597,-0.095
51.600,-0.090
51.603,-0.075
51.606,-0.070
51.608,-0.065
51.611,-0.070
51.614,-0.080
51.617,-0.090
51.619,-0.090
51.622,-0.105
51.625,-0.105
51.628,-0.095
51.631,-0.090
51.633,-0.080
51.636,-0.090
51.639,-0.070
51.642,-0.070
51.644,-0.080
51.647,-0.080
51.650,-0.090
51.653,-0.100
51.656,-0.095
51.658,-0.100
51.661,-0.095
51.664,-0.090
51.667,-0.095
51.669,-0.085
51.672,-0.085
51.675,-0.070
51.678,-0.095
51.681,-0.095
51.683,-0.095
51.686,-0.105
51.689,-0.105
51.692,-0.110
51.694,-0.100
51.697,-0.100
51.700,-0.100
51.703,-0.095
51.706,-0.095
51.708,-0.090
51.711,-0.095
51.714,-0.100
51.717,-0.100
51.719,-0.110
51.722,-0.125
51.725,-0.130
51.728,-0.120
51.731,-0.115
51.733,-0.105
51.736,-0.115
51.739,-0.105
51.742,-0.090
51.744,-0.115
51.747,-0.110
51.750,-0.130
51.753,-0.130
51.756,-0.145
51.758,-0.135
51.761,-0.130
51.764,-0.125
51.767,-0.125
51.769,-0.115
51.772,-0.120
51.775,-0.115
51.778,-0.125
51.781,-0.125
51.783,-0.135
51.786,-0.130
51.789,-0.140
51.792,-0.140
51.794,-0.130
51.797,-0.120
51.800,-0.115
51.803,-0.105
51.806,-0.075
51.808,-0.075
51.811,-0.070
51.814,-0.080
51.817,-0.085
51.819,-0.080
51.822,-0.095
51.825,-0.090
51.828,-0.090
51.831,-0.080
51.833,-0.075
51.836,-0.070
51.839,-0.065
51.842,-0.065
51.844,-0.065
51.847,-0.060
51.850,-0.075
51.853,-0.090
51.856,-0.090
51.858,-0.075
51.861,-0.080
51.864,-0.080
51.867,-0.075
51.869,-0.070
51.872,-0.060
51.875,-0.065
51.878,-0.065
51.881,-0.075
51.883,-0.080
51.886,-0.080
51.889,-0.085
51.892,-0.090
51.894,-0.075
51.897,-0.075
51.900,-0.080
51.903,-0.075
51.906,-0.065
51.908,-0.055
51.911,-0.080
51.914,-0.070
51.917,-0.090
51.919,-0.085
51.922,-0.105
51.925,-0.105
51.928,-0.095
51.931,-0.090
51.933,-0.080
51.936,-0.075
51.939,-0.080
51.942,-0.080
51.944,-0.090
51.947,-0.085
51.950,-0.100
51.953,-0.100
51.956,-0.120
51.958,-0.120
51.961,-0.120
51.964,-0.105
51.967,-0.100
51.969,-0.100
51.972,-0.105
51.975,-0.095
51.978,-0.100
51.981,-0.105
51.983,-0.105
51.986,-0.115
51.989,-0.125
51.992,-0.120
51.994,-0.120
51.997,-0.110
52.000,-0.115
52.003,-0.115
52.006,-0.100
52.008,-0.105
52.011,-0.110
52.014,-0.115
52.017,-0.120
52.019,-0.125
52.022,-0.120
52.025,-0.130
52.028,-0.115
52.031,-0.115
52.033,-0.115
52.036,-0.105
52.039,-0.095
52.042,-0.100
52.044,-0.105
52.047,-0.105
52.050,-0.120
52.053,-0.135
52.056,-0.130
52.058,-0.125
52.061,-0.135
52.064,-0.115
52.067,-0.120
52.069,-0.120
52.072,-0.110
52.075,-0.110
52.078,-0.115
52.081,-0.120
52.083,-0.125
52.086,-0.130
52.089,-0.140
52.092,-0.135
52.094,-0.140
52.097,-0.135
52.100,-0.120
52.103,-0.115
52.106,-0.115
52.108,-0.110
52.111,-0.120
52.114,-0.125
52.117,-0.130
52.119,-0.130
52.122,-0.145
52.125,-0.140
52.128,-0.140
52.131,-0.145
52.133,-0.120
52.136,-0.130
52.139,-0.120
52.142,-0.105
52.144,-0.120
52.147,-0.130
52.150,-0.130
52.153,-0.125
52.156,-0.145
52.158,-0.145
52.161,-0.125
52.164,-0.130
52.167,-0.115
52.169,-0.100
52.172,-0.090
52.175,-0.075
52.178,-0.080
52.181,-0.070
52.183,-0.075
52.186,-0.085
52.189,-0.100
52.192,-0.105
52.194,-0.100
52.197,-0.110
52.200,-0.130
52.203,-0.120
52.206,-0.135
52.208,-0.125
52.211,-0.125
52.214,-0.120
52.217,-0.120
52.219,-0.125
52.222,-0.140
52.225,-0.135
52.228,-0.140
52.231,-0.140
52.233,-0.135
52.236,-0.120
52.239,-0.120
52.242,-0.115
52.244,-0.125
52.247,-0.130
52.250,-0.135
52.253,-0.145
52.256,-0.155
52.258,-0.155
52.261,-0.160
52.264,-0.165
52.267,-0.160
52.269,-0.155
52.272,-0.155
52.275,-0.145
52.278,-0.150
52.281,-0.155
52.283,-0.155
52.286,-0.160
52.289,-0.175
52.292,-0.170
52.294,-0.165
52.297,-0.175
52.300,-0.160
52.303,-0.155
52.306,-0.140
52.308,-0.145
52.311,-0.150
52.314,-0.150
52.317,-0.160
52.319,-0.175
52.322,-0.175
52.325,-0.175
52.328,-0.175
52.331,-0.170
52.333,-0.175
52.336,-0.170
52.339,-0.170
52.342,-0.155
52.344,-0.160
52.347,-0.145
52.350,-0.150
52.353,-0.150
52.356,-0.150
52.358,-0.145
52.361,-0.135
52.364,-0.140
52.367,-0.175
52.369,-0.220
52.372,-0.290
52.375,-0.375
52.378,-0.465
52.381,-0.555
52.383,-0.615
52.386,-0.655
52.389,-0.615
52.392,-0.570
52.394,-0.490
52.397,-0.390
52.400,-0.315
52.403,-0.230
52.406,-0.185
52.408,-0.165
52.411,-0.175
52.414,-0.210
52.417,-0.245
52.419,-0.255
52.422,-0.255
52.425,-0.235
52.428,-0.190
52.431,-0.145
52.433,-0.110
52.436,-0.100
52.439,-0.090
52.442,-0.095
52.444,-0.105
52.447,-0.105
52.450,-0.125
52.453,-0.130
52.456,-0.125
52.458,-0.125
52.461,-0.125
52.464,-0.115
52.467,-0.110
52.469,-0.110
52.472,-0.105
52.475,-0.105
52.478,-0.110
52.481,-0.110
52.483,-0.120
52.486,-0.125
52.489,-0.130
52.492,-0.135
52.494,-0.130
52.497,-0.125
52.500,-0.125
52.503,-0.120
52.506,-0.105
52.508,-0.105
52.511,-0.120
52.514,-0.120
52.517,-0.135
52.519,-0.135
52.522,-0.140
52.525,-0.145
52.528,-0.130
52.531,-0.120
52.533,-0.120
52.536,-0.120
52.539,-0.115
52.542,-0.115
52.544,-0.125
52.547,-0.125
52.550,-0.125
52.553,-0.135
52.556,-0.145
52.558,-0.145
52.561,-0.145
52.564,-0.130
52.567,-0.140
52.569,-0.140
52.572,-0.125
52.575,-0.110
52.578,-0.120
52.581,-0.140
52.583,-0.135
52.586,-0.150
52.589,-0.150
52.592,-0.140
52.594,-0.155
52.597,-0.150
52.600,-0.145
52.603,-0.135
52.606,-0.120
52.608,-0.115
52.611,-0.130
52.614,-0.140
52.617,-0.140
52.619,-0.150
52.622,-0.150
52.625,-0.160
52.628,-0.150
52.631,-0.145
52.633,-0.150
52.636,-0.145
52.639,-0.145
52.642,-0.125
52.644,-0.130
52.647,-0.130
52.650,-0.130
52.653,-0.145
52.656,-0.150
52.658,-0.155
52.661,-0.160
52.664,-0.160
52.667,-0.135
52.669,-0.135
52.672,-0.130
52.675,-0.125
52.678,-0.135
52.681,-0.140
52.683,-0.140
52.686,-0.150
52.689,-0.145
52.692,-0.155
52.694,-0.160
52.697,-0.150
52.700,-0.150
52.703,-0.150
52.706,-0.140
52.708,-0.135
52.711,-0.155
52.714,-0.150
52.717,-0.170
52.719,-0.155
52.722,-0.165
52.725,-0.175
52.728,-0.160
52.731,-0.170
52.733,-0.155
52.736,-0.150
52.739,-0.145
52.742,-0.150
52.744,-0.155
52.747,-0.160
52.750,-0.165
52.753,-0.175
52.756,-0.190
52.758,-0.190
52.761,-0.175
52.764,-0.185
52.767,-0.165
52.769,-0.160
52.772,-0.160
52.775,-0.140
52.778,-0.155
52.781,-0.155
52.783,-0.155
52.786,-0.160
52.789,-0.165
52.792,-0.170
52.794,-0.165
52.797,-0.160
52.800,-0.145
52.803,-0.140
52.806,-0.130
52.808,-0.130
52.811,-0.130
52.814,-0.135
52.817,-0.150
52.819,-0.145
52.822,-0.165
52.825,-0.155
52.828,-0.155
52.831,-0.145
52.833,-0.135
52.836,-0.135
52.839,-0.125
52.842,-0.130
52.844,-0.115
52.847,-0.135
52.850,-0.130
52.853,-0.140
52.856,-0.140
52.858,-0.150
52.861,-0.145
52.864,-0.145
52.867,-0.140
52.869,-0.130
52.872,-0.125
52.875,-0.110
52.878,-0.120
52.881,-0.130
52.883,-0.135
52.886,-0.140
52.889,-0.145
52.892,-0.155
52.894,-0.150
52.897,-0.145
52.900,-0.150
52.903,-0.135
52.906,-0.125
52.908,-0.125
52.911,-0.125
52.914,-0.130
52.917,-0.145
52.919,-0.130
52.922,-0.160
52.925,-0.160
52.928,-0.155
52.931,-0.160
52.933,-0.145
52.936,-0.130
52.939,-0.130
52.942,-0.140
52.944,-0.140
52.947,-0.150
52.950,-0.145
52.953,-0.155
52.956,-0.165
52.958,-0.160
52.961,-0.170
52.964,-0.160
52.967,-0.155
52.969,-0.140
52.972,-0.145
52.975,-0.135
52.978,-0.150
52.981,-0.155
52.983,-0.160
52.986,-0.160
52.989,-0.165
52.992,-0.175
52.994,-0.170
52.997,-0.175
53.000,-0.165
53.003,-0.160
53.006,-0.155
53.008,-0.150
53.011,-0.160
53.014,-0.150
53.017,-0.170
53.019,-0.180
53.022,-0.180
53.025,-0.175
53.028,-0.180
53.031,-0.180
53.033,-0.170
53.036,-0.165
53.039,-0.160
53.042,-0.150
53.044,-0.155
53.047,-0.170
53.050,-0.165
53.053,-0.165
53.056,-0.180
53.058,-0.190
53.061,-0.180
53.064,-0.190
53.067,-0.165
53.069,-0.170
53.072,-0.170
53.075,-0.150
53.078,-0.160
53.081,-0.165
53.083,-0.175
53.086,-0.185
53.089,-0.185
53.092,-0.195
53.094,-0.190
53.097,-0.175
53.100,-0.170
53.103,-0.170
53.106,-0.160
53.108,-0.165
53.111,-0.165
53.114,-0.160
53.117,-0.175
53.119,-0.175
53.122,-0.185
53.125,-0.185
53.128,-0.190
53.131,-0.180
53.133,-0.180
53.136,-0.170
53.139,-0.170
53.142,-0.150
53.144,-0.160
53.147,-0.165
53.150,-0.170
53.153,-0.160
53.156,-0.165
53.158,-0.145
53.161,-0.145
53.164,-0.130
53.167,-0.130
53.169,-0.115
53.172,-0.110
53.175,-0.105
53.178,-0.125
53.181,-0.140
53.183,-0.165
53.186,-0.170
53.189,-0.195
53.192,-0.190
53.194,-0.190
53.197,-0.180
53.200,-0.170
53.203,-0.155
53.206,-0.150
53.208,-0.140
53.211,-0.155
53.214,-0.155
53.217,-0.160
53.219,-0.160
53.222,-0.185
53.225,-0.185
53.228,-0.190
53.231,-0.195
53.233,-0.180
53.236,-0.180
53.239,-0.175
53.242,-0.170
53.244,-0.185
53.247,-0.195
53.250,-0.200
53.253,-0.215
53.256,-0.225
53.258,-0.210
53.261,-0.210
53.264,-0.210
53.267,-0.205
53.269,-0.195
53.272,-0.190
53.275,-0.180
53.278,-0.190
53.281,-0.185
53.283,-0.195
53.286,-0.205
53.289,-0.205
53.292,-0.205
53.294,-0.210
53.297,-0.205
53.300,-0.200
53.303,-0.195
53.306,-0.195
53.308,-0.175
53.311,-0.190
53.314,-0.195
53.317,-0.190
53.319,-0.205
53.322,-0.205
53.325,-0.205
53.328,-0.200
53.331,-0.195
53.333,-0.175
53.336,-0.150
53.339,-0.150
53.342,-0.150
53.344,-0.160
53.347,-0.210
53.350,-0.270
53.353,-0.355
53.356,-0.430
53.358,-0.540
53.361,-0.615
53.364,-0.655
53.367,-0.655
53.369,-0.615
53.372,-0.540
53.375,-0.450
53.378,-0.355
53.381,-0.280
53.383,-0.230
53.386,-0.210
53.389,-0.215
53.392,-0.245
53.394,-0.275
53.397,-0.295
53.400,-0.290
53.403,-0.270
53.406,-0.220
53.408,-0.175
53.411,-0.140
53.414,-0.130
53.417,-0.125
53.419,-0.135
53.422,-0.140
53.425,-0.150
53.428,-0.160
53.431,-0.155
53.433,-0.140
53.436,-0.130
53.439,-0.130
53.442,-0.115
53.444,-0.130
53.447,-0.130
53.450,-0.140
53.453,-0.155
53.456,-0.155
53.458,-0.160
53.461,-0.155
53.464,-0.160
53.467,-0.145
53.469,-0.150
53.472,-0.130
53.475,-0.120
53.478,-0.130
53.481,-0.140
53.483,-0.145
53.486,-0.145
53.489,-0.165
53.492,-0.155
53.494,-0.150
53.497,-0.145
53.500,-0.150
53.503,-0.150
53.506,-0.130
53.508,-0.135
53.511,-0.130
53.514,-0.135
53.517,-0.150
53.519,-0.155
53.522,-0.170
53.525,-0.175
53.528,-0.170
53.531,-0.160
53.533,-0.145
53.536,-0.170
53.539,-0.150
53.542,-0.140
53.544,-0.145
53.547,-0.145
53.550,-0.150
53.553,-0.165
53.556,-0.165
53.558,-0.180
53.561,-0.170
53.564,-0.160
53.567,-0.150
53.569,-0.145
53.572,-0.140
53.575,-0.145
53.578,-0.140
53.581,-0.155
53.583,-0.150
53.586,-0.160
53.589,-0.160
53.592,-0.170
53.594,-0.165
53.597,-0.170
53.600,-0.170
53.603,-0.150
53.606,-0.145
53.608,-0.135
53.611,-0.140
53.614,-0.150
53.617,-0.160
53.619,-0.170
53.622,-0.165
53.625,-0.180
53.628,-0.175
53.631,-0.170
53.633,-0.175
53.636,-0.145
53.639,-0.140
53.642,-0.145
53.644,-0.135
53.647,-0.155
53.650,-0.165
53.653,-0.170
53.656,-0.175
53.658,-0.175
53.661,-0.175
53.664,-0.165
53.667,-0.170
53.669,-0.165
53.672,-0.160
53.675,-0.145
53.678,-0.145
53.681,-0.160
53.683,-0.160
53.686,-0.180
53.689,-0.175
53.692,-0.175
53.694,-0.185
53.697,-0.180
53.700,-0.175
53.703,-0.165
53.706,-0.170
53.708,-0.155
53.711,-0.160
53.714,-0.160
53.717,-0.175
53.719,-0.180
53.722,-0.190
53.725,-0.190
53.728,-0.195
53.731,-0.195
53.733,-0.185
53.736,-0.180
53.739,-0.170
53.742,-0.170
53.744,-0.180
53.747,-0.175
53.750,-0.185
53.753,-0.195
53.756,-0.195
53.758,-0.200
53.761,-0.200
53.764,-0.190
53.767,-0.175
53.769,-0.170
53.772,-0.160
53.775,-0.155
53.778,-0.165
53.781,-0.165
53.783,-0.175
53.786,-0.170
53.789,-0.175
53.792,-0.175
53.794,-0.175
53.797,-0.165
53.800,-0.165
53.803,-0.155
53.806,-0.160
53.808,-0.140
53.811,-0.140
53.814,-0.150
53.817,-0.150
53.819,-0.160
53.822,-0.170
53.825,-0.165
53.828,-0.170
53.831,-0.160
53.833,-0.160
53.836,-0.135
53.839,-0.150
53.842,-0.135
53.844,-0.140
53.847,-0.145
53.850,-0.140
53.853,-0.150
53.856,-0.150
53.858,-0.160
53.861,-0.165
53.864,-0.150
53.867,-0.150
53.869,-0.145
53.872,-0.130
53.875,-0.130
53.878,-0.130
53.881,-0.135
53.883,-0.140
53.886,-0.150
53.889,-0.145
53.892,-0.160
53.894,-0.160
53.897,-0.160
53.900,-0.140
53.903,-0.150
53.906,-0.140
53.908,-0.140
53.911,-0.135
53.914,-0.145
53.917,-0.155
53.919,-0.140
53.922,-0.155
53.925,-0.170
53.928,-0.165
53.931,-0.170
53.933,-0.150
53.936,-0.150
53.939,-0.150
53.942,-0.145
53.944,-0.145
53.947,-0.145
53.950,-0.155
53.953,-0.150
53.956,-0.170
53.958,-0.160
53.961,-0.175
53.964,-0.165
53.967,-0.155
53.969,-0.160
53.972,-0.150
53.975,-0.145
53.978,-0.145
53.981,-0.155
53.983,-0.155
53.986,-0.170
53.989,-0.165
53.992,-0.180
53.994,-0.180
53.997,-0.165
54.000,-0.180
54.003,-0.165
54.006,-0.160
54.008,-0.145
54.011,-0.155
54.014,-0.160
54.017,-0.165
54.019,-0.170
54.022,-0.175
54.025,-0.180
54.028,-0.175
54.031,-0.175
54.033,-0.175
54.036,-0.160
54.039,-0.150
54.042,-0.150
54.044,-0.145
54.047,-0.155
54.050,-0.165
54.053,-0.165
54.056,-0.180
54.058,-0.165
54.061,-0.170
54.064,-0.170
54.067,-0.170
54.069,-0.155
54.072,-0.155
54.075,-0.135
54.078,-0.145
54.081,-0.160
54.083,-0.165
54.086,-0.155
54.089,-0.170
54.092,-0.180
54.094,-0.180
54.097,-0.170
54.100,-0.160
54.103,-0.150
54.106,-0.150
54.108,-0.140
54.111,-0.130
54.114,-0.145
54.117,-0.135
54.119,-0.125
54.122,-0.125
54.125,-0.120
54.128,-0.125
54.131,-0.105
54.133,-0.095
54.136,-0.100
54.139,-0.095
54.142,-0.100
54.144,-0.125
54.147,-0.145
54.150,-0.160
54.153,-0.170
